ementa;ementa_em_ingles;nova_ementa_em_ingles;nova_ementa;assunto_agrupado
prestação de contas ausência de peças exigidas pela resolução tce no 27 2016 fundo especial restos a pagar inscritos no exercício sem disponibilidade financeira de recursos do fundeb aprovação com ressalvas o art 70 único da constituição federal impõe o dever de prestar contas na forma e no prazo devido assim como o art 33 iv da constituição estadual e resolução tce pi n 39 2015 conferem prerrogativas s cortes de contas para examinar mediante fiscalização o gasto de recursos públicos 2 o art 42 da lrf veda ao gestor público nos últimos dois quadrimestres do seu mandato contrair obrigação de despesa que não possa ser cumprida integralmente dentro dele ou que tenha parcelas a serem pagas no exercício seguinte sem que haja suficiente disponibilidade de caixa para este efeito;rendering of accounts absence of documents required by resolution tce no 27 2016 special fund leftovers payable registered in the year without financial availability of funds from fundeb Approval with reservations The sole art 70 of the federal constitution imposes the duty to render accounts in the proper manner and within the due period as well as art 33 iv of the state constitution and resolution tce pin 39 2015 grant prerogatives to cuts of accounts to examine through inspection the expenditure of public resources 2 art 42 of the lrf prohibits the public manager in the last two quarters of his term of office from contracting expense that cannot be fully met within it or that have installments to be paid in the following year without sufficient cash availability for this purpose;rendering of accounts absence of documents required by resolution tce no 27 2016 special fund leftovers payable registered in the year without fiscal availability of funds from fundeb Approval with reservations The sole art 70 of the federal constitution imposes the duty to render accounts in the proper manner and within the due period as well as art 33 iv of the state constitution and resolution tce pin 39 2015 grant prerogatives to cuts of accounts to examine through inspection the expenditure of public resources 2 art 42 of the lrf prohibits the public manager in the last two quarters of his term of office from contracting expense that cannot be fully met within it beaver state that have installments to be paid in the following year without sufficient cash availability for this purpose;prestação de contas ausência de documentos exigidos pela resolução tce nº 27 2016 sobras de fundo especial a pagar registradas no exercício sem disponibilidade fiscal de recursos do fundeb Aprovação com ressalvas O único art. 70 da constituição federal impõe o dever de prestar contas na forma adequada e no prazo devido, bem como o art. 33 iv da constituição estadual e a resolução tce pin 39 2015 outorgar prerrogativas de corte de contas para examinar mediante fiscalização o dispêndio de recursos públicos 2 art 42 do lrf proíbe o gestor público nos dois últimos trimestres de seu mandato decorrente de contratação de despesa que não possa ser integralmente cumprida dentro do mesmo castor estado que tenha parcelas a serem pagas no ano seguinte sem disponibilidade de caixa suficiente para esse fim;DESPESA
processual inexigibilidade de licitações irregularidade 1 a não estimativa adequada de suas despesas e realização indevida de contratação direta em razão do valor ocorrendo fracionamento indevido de despesas conduta considerada irregular e passível de responsabilização;procedural unenforceability of bids irregularity 1 failure to properly estimate its expenses and improper performance of direct contracting due to the undue fractionation of expenses, conduct considered irregular and liable to liability;procedural unenforceability of bids unregularity i nonstarter to properly estimate information technology expenses and unlawful performance of direct contracting due to the undue fractionation of expenses, conduct take unorthodox and liable to liability;inexequibilidade processual de licitações irregularidade i nonstarter para estimar adequadamente despesas de tecnologia da informação e desempenho ilegal de contratação direta devido ao fracionamento indevido de despesas, conduta tomada não ortodoxa e passível de responsabilidade;DESPESA
recurso de reconsideração secretaria do trabalho e empreendedorismo setre exercício 2016 realização de cursos profissionalizantes 1 verifica se que os cursos foram ministrados o que não foi questionado por esta corte de contas ocorreu na verdade uma falha no dever de prestar contas sem a demonstração formal da utilização dos recursos no custeio dos eventos já que não foi apresentada nenhuma planilha dos gastos realizados e a devida apresentação dos correspondentes comprovantes de despesas nas formalidades exigidas pelo tce;reconsideration resource secretariat of labor and entrepreneurship seven fiscal year 2016 conducting professional courses 1 verifies that the courses were given, which was not questioned by this court of accounts, there was, in fact, a failure in the duty to render accounts without the formal demonstration of the use of the resources in the cost of the events since no spreadsheet of expenses incurred was presented and the corresponding proof of expenses was presented in the formalities required by the tce;reconsideration resourcefulness secretariate of labor and entrepreneurship seven fiscal year 2016 conducting professional course 1 verifies that the course were give, which was not questioned by this court of accounts, there was, in fact, a failure in the duty to render accounts without the formal demonstration of the use of the resources in the cost of the events since no spreadsheet of expenses incurred was presented and the corresponding proof of expense was presented in the formalities required by the tce;reconsideração desenvoltura secretaria de trabalho e empreendedorismo sete ano fiscal de 2016 realizando curso profissionalizante 1 verifica que o curso foi ministrado, o que não foi questionado por este tribunal de contas, houve, de fato, descumprimento do dever de prestar contas sem a demonstração formal da aplicação dos recursos no custeio dos eventos desde que não tenha sido apresentada planilha de gastos incorridos e o respectivo comprovante de gastos tenha sido apresentado nas formalidades exigidas pelo tce;DESPESA
pedido de reexame inspeção dever de promover a substituição das contratações precárias e diretas de pessoal por mão de obra regularmente contratada através de concurso público descumprimento do limite de gastos com pessoal não empecilho razoabilidade da multa aplicada redução provimento parcial o descumprimento do limite de gastos com pessoal não pode ser apontado como justificativa para a manutenção de irregularidades na contratação de pessoal devendo o gestor adotar as medidas já previstas no art 169 3 da constituição federal a fim de atender demanda na prestação de serviços públicos essenciais sem comprometer o equilíbrio financeiro do munícipio além disso cabe ao gestor determinar ao órgão de controle interno a adoção de medidas para identificar irregularidades em folha de pagamento reduzindo por consequência as despesas com pessoal do executivo municipal;request for inspection review duty to promote the replacement of precarious and direct personnel hiring by labor regularly hired through public tender non-compliance with the personnel spending limit does not hinder the reasonableness of the fine applied, partial provision reduction, the non-compliance with the personnel spending limit it cannot be pointed out as a justification for the maintenance of irregularities in the hiring of personnel, and the manager must adopt the measures already provided for in art 169 3 of the federal constitution in order to meet demand in the provision of essential public services without compromising the financial balance of the municipality. It is up to the manager to determine the internal control body to adopt measures to identify irregularities in the payroll, consequently reducing the expenses with personnel of the municipal executive;request for inspection review duty to promote the replacement of precarious and verbatim personnel hiring by labor regularly hired through public stamp non - compliance with the personnel spending limit does not hinder the reasonableness of the fine applied, partial provision reduction, the non - compliance with the personnel spending limit it cannot be manoeuvre out as a justification for the maintenance of irregularities in the hiring of personnel, and the manager must adopt the measures already provided for in art 169 3 of the federal constitution in order to meet demand in the provision of all important public services without compromise the financial residue of the municipality. It personify up to the manager to determine the internal control body to adopt measures to identify constipation in the payroll, consequently reducing the expenses with personnel of the municipal executive;pedido de fiscalização do dever de fiscalização para promover a substituição da contratação precária e textual de pessoal por mão de obra regularmente contratada por meio de selo público o descumprimento do limite de gastos com pessoal não prejudica a razoabilidade da multa aplicada, redução parcial da provisão, o descumprimento do limite de gastos com pessoal não pode ser manobrado como justificativa para a manutenção de irregularidades na contratação de pessoal, devendo o gestor adotar as medidas já previstas no art. serviços públicos importantes sem comprometer o resíduo financeiro do município. Personifica ao gestor determinar o órgão de controle interno a adotar medidas para identificar constipação na folha de pagamento, consequentemente reduzindo os gastos com pessoal do executivo municipal;DESPESA
contas de governo abertura de créditos adiconais acima do limite permitido em lei orçamentária envio intempestivo de documentação não envio de peças componentes da prestação de contas despesa com pessoal do poder executivo acima do limite legal queda na arrecadação tributária despesas do fundeb maiores que as receitas sem demonstração da fonte dos recursos baixa avaliação do portal da tranparência 1 o envio intempestivo não envio de documentação integrante da prestação de contas obsta que o tce desempenhe seu papel constitucionalmente atribuído de controle externo 2 o percentual de despesas com pessoal do poder executivo acima do limite legal ao final do exercício é falha grave sobretudo quando as medidas tomadas pelo gestor para redução não repercutem no exercício analisado 3 a baixa avaliação do portal da transparência municipal demonstra deficiência na publicidade dos atos da administração municipal dificultando o controle popular e a participação do cidadão na administração;government accounts opening of additional credits above the limit allowed by budget law untimely sending of documentation not sending parts of the rendering of accounts expenditure on executive branch personnel above the legal limit drop in tax collection fundeb expenses greater than revenue without demonstration from the source of the resources low evaluation of the transparency portal 1 the untimely submission of documentation that is part of the rendering of accounts prevents the tce from playing its constitutionally assigned role of external control 2 the percentage of expenses with personnel of the executive branch above the legal limit to the The end of the fiscal year is a serious failure, especially when the measures taken by the manager for reduction do not affect the year analyzed 3 the low evaluation of the municipal transparency portal demonstrates a deficiency in the publicity of the acts of the municipal administration, hindering popular control and citizen participation in the administration;government accounts opening of additional credit above the limit allowed by budget law untimely sending of documentation not sending section of the rendering of accounts expenditure on executive branch personnel above the legal limit drop in tax collection fundeb expenses greater than revenue without demonstration from the source of the resources low evaluation of the transparency portal 1 the untimely submission of software documentation that is part of the rendering of accounts prevents the tce from playing its constitutionally assigned role of international control 2 the percentage of expenses with personnel of the executive branch above the legal limit to the The end of the fiscal year is a serious nonstarter, especially when the measures take by the manager for reduction do not affect the year analyzed 3 the low evaluation of the municipal transparency portal demonstrates a deficiency in the publicity of the acts of the municipal administration, hindering popular control and citizen participation in the administration;abertura de contas governamentais de crédito adicional acima do limite permitido pela lei orçamentária envio intempestivo de documentação não envio de seção de prestação de contas de pessoal do Poder Executivo acima do limite legal queda nas despesas do fundeb de arrecadação maior que a receita sem demonstração da fonte do recursos baixa avaliação do portal de transparência 1 a submissão intempestiva de documentação de software que faz parte da prestação de contas impede a tce de cumprir sua função constitucionalmente atribuída de controle internacional 2 o percentual de gastos com pessoal do Poder Executivo acima do limite legal para O final do exercício social é um grave entrave, principalmente quando as medidas tomadas pelo gestor para redução não afetam o ano analisado 3 a baixa avaliação do portal de transparência municipal demonstra deficiência na divulgação dos atos da administração municipal , dificultando o controle popular e os cidadãos pt participação na administração;DESPESA
denúncia supostas irregularidades no pagamento de vantagens aos agentes de saúde e aos agentes de endemias não comprovação da aplicação de valores recebidos pelo município a não comprovação de aplicação de parte dos recursos recebidos pelo município constitui irregularidade levando ao julgamento de procedência parcial da denúncia;complaint alleged irregularities in the payment of benefits to health agents and agents of endemic diseases failure to prove the application of amounts received by the municipality failure to prove the application of part of the resources received by the municipality constitutes an irregularity leading to the judgment of partial validity of the complaint;complaint alleged irregularities in the payment of benefits to health agents and agents of endemic diseases loser to prove the application of amounts received by the municipality failure to prove the diligence of part of the imagination received by the municipality plant an irregularity leading to the judgement of partial validity of the charge;denúncia de suposta irregularidade no pagamento de benefícios a agentes de saúde e agentes de endemias perdedor para comprovação da aplicação dos valores recebidos pelo município falta de comprovação da diligência de parte da imaginação recebida pelo município planta irregularidade gerando julgamento de parcial validade da cobrança;DESPESA
denúncia provas insuficientes dos fatos alegados improcedência 1 apresentação de denúncia com afirmações genéricas obsta o andamento do feito tendo em vista a necessidade da apresentação de provas robustas;complaint insufficient evidence of the alleged facts dismissal 1 filing a complaint with generic statements impedes the progress of the case in view of the need to present robust evidence;complaint insufficient evidence of the alleged facts dismissal 1 filing a ailment with generic statements impedes the advance of the casing in position of the need to represent robust evidence;reclamação prova insuficiente dos fatos alegados improcedência 1 ajuizamento de enfermidade com enunciados genéricos impede o avanço do processo em função da necessidade de representação de prova robusta;PROCESSUAL
pessoal contratação de estagiário vício formal de iniciativa do processo legislativo competência privativa dos poderes e órgão fixados constitucionalmente ausência de competência do tribunal de contas os poderes executivo e judiciário possuem competência privativa para legislar acerca da seleção de seu pessoal o tribunal de contas segundo o art 2 de sua lei orgânica não tem competência para analisar o veto do executivo acerca de projeto de lei inviabilidade da solicitação do denunciante instauração de auditorias;personnel hiring a trainee formal vice of initiative of the legislative process private competence of the constitutionally established powers and body lack of competence of the court of auditors the executive and judiciary powers have private competence to legislate on the selection of its personnel the court of auditors according to art 2 of its organic law does not have competence to analyze the executive's veto on the bill of law impracticability of the complainant's request to initiate audits;personnel hiring a trainee formal vice of initiative of the legislative process private competence of the constitutionally established power and body lack of competence of the court of auditors the executive and judiciary powers have private competency to legislate on the selection of its staff office the court of auditors according to art 2 of information technology organic legal philosophy does not have competence to analyse the executive ' s veto on the placard of law impracticability of the complainant ' s asking to initiate audits;pessoal contratação de estagiário vício de iniciativa formal do processo legislativo competência privada do poder constitucionalmente estabelecido e órgão incompetência do tribunal de contas os poderes executivo e judiciário têm competência privada para legislar sobre a seleção de seu gabinete de pessoal o tribunal de contas de acordo com o art. 2 da filosofia jurídica orgânica da tecnologia da informação não tem competência para analisar o veto do executivo sobre o cartaz de inviabilidade de lei do reclamante pedindo para iniciar auditorias;PROCESSUAL
ementa : admissão de pessoal concurso público não obediência ordem de classificação ausência de previsão legal dos cargos notificação da gestora para cumprir decisão do tribunal de contas não atendimento de determinação do tribunal repercussão negativa no julgamento das contas do exercício em que a decisão foi descumprida aplicação de multa a omissão da gestora em atender determinação do tribunal de contas demonstra pouco zelo com esta corte merecendo destarte reprimenda haja vista que os atos praticados por esta corte têm o objetivo de buscar informações acerca do atendimento de suas decisões e representam custo não podendo assim serem praticados sem o necessário benefício de controle o descumprimento de decisão do tribunal de contas poderá acarretar aplicação de multa máxima estabelecida no art 58 inciso iii da lei n 5 888 2009;summary : admission of personnel public examination non-compliance with classification order absence of legal provision of positions notification of the manager to comply with the court of auditors decision failure to comply with the court order negative repercussion in the judgment of the accounts of the fiscal year in which the decision was not complied with application of fine, the failure of the manager to comply with the determination of the court of auditors demonstrates little zeal with this court, thus deserving a reprimand given that the acts performed by this court are intended to seek information about the compliance with its decisions and represent a cost and thus cannot be practiced without the necessary control benefit, non-compliance with the decision of the audit court may result in the imposition of a maximum fine established in art 58, item iii of law n. 5 888 2009;sum up: admission of personnel public examination non - compliance with classification order absence of legal provision of positions notification of the manager to comply with the court of justice of auditors determination failure to comply with the court order negative repercussion in the judgment of the accounts of the fiscal year in which the decision was non complied with application of fine, the bankruptcy of the manager to comply with the conclusion of the court of auditors demonstrates little zeal with this court, thus deserving a reprimand given that the acts performed by this court are intended to seek information about the compliance with its decisions and represent a cost and thus cannot be practiced without the necessary control benefit, non - compliance with the decision of the audit court may result in the imposition of a maximum fine establish in art 58, item iii of law n. 5 888 2009;somatório: admissão de concurso público de pessoal incumprimento de ordem de classificação ausência de previsão legal de cargos notificação do gestor para cumprimento da determinação do tribunal de contas do descumprimento de ordem judicial repercussão negativa no julgamento das contas de no exercício em que a decisão foi descumprida com aplicação de multa, a falência do gestor para dar cumprimento à conclusão do tribunal de contas demonstra pouco zelo com este tribunal, merecendo, portanto, uma repreensão tendo em vista que os atos praticados por este tribunal são visa buscar informações sobre o cumprimento de suas decisões e representa um custo e, portanto, não pode ser praticado sem o necessário benefício de controle, o descumprimento da decisão do Tribunal de Contas pode resultar na aplicação de multa máxima prevista no art. 58, inciso iii da lei n. 5 888 2009;PROCESSUAL
ementa : incidente processual fundo de previdência social desbloqueio de recursos aplicação dos princípios da razoabilidade e proporcionalidade considerando que as verbas bloqueadas têm natureza alimentar e que o tesouro municipal não tem condições imediatas de assumir a responsabilidade do pagamento dos proventos dos servidores municipais inativos reconhece se a pertinência do pedido do gestor;summary : procedural incident social security fund release of resources application of the principles of reasonableness and proportionality considering that the blocked funds are of a food nature and that the municipal treasury is not immediately able to assume responsibility for the payment of the proceeds of inactive municipal employees recognizes whether the relevance of the manager's request;summary: procedural incident social security stock release of resources application of the principles of reasonableness and proportionality consider that the blocked funds are of a food nature and that the municipal treasury is not straight off able to assume responsibility for the requital of the proceeds of nonoperational municipal employees recognise whether the relevance of the manager ' entropy request;resumo: incidente processual liberação de estoque previdenciário de recursos aplicação dos princípios da razoabilidade e proporcionalidade considerar que os recursos bloqueados são de natureza alimentar e que o erário municipal não está de imediato em condições de assumir a responsabilidade pela cobrança do produto do município não operacional os funcionários reconhecem se a relevância da solicitação de entropia do gerente;PROCESSUAL
processual não atendimento dos requisitos do pedido de revisão não conhecimento 1 os documentos apresentados no pedido de revisão não podem ser considerados novos pois o recorrente não justificou a ausência desses documentos no processo principal tendo em vista que tinha como fazer uso deles 2 em relação aos outros argumentos apresentados não há razão para serem rediscutidos tendo em vista sua análise no processo principal não se prestando a revisão para discutir a justiça da decisão bem como a rediscussão de prova;procedural failure to comply with the requirements of the request for review not knowledge 1 the documents presented in the request for review cannot be considered new as the appellant did not justify the absence of these documents in the main proceedings, given that he could make use of them 2 in relation to the others arguments presented there is no reason for them to be re-discussed in view of their analysis in the main proceedings, not providing a review to discuss the fairness of the decision as well as the re-discussion of evidence;procedural failure to comply with the requirements of the request for review not knowledge 1 the documents presented in the request for review cannot be considered raw as the appellant did not justify the absence of these papers in the main proceedings, given that he could make use of them 2 in relation to the others arguments presented there is no reason for them to cost re - discussed in view of their analysis in the main proceedings, not providing a review to talk over the fairness of the decision as well as the re - discussion of grounds;incumprimento processual dos requisitos do pedido de revisão não conhecimento 1 os documentos apresentados no pedido de revisão não podem ser considerados em bruto, uma vez que o recorrente não justificou a ausência desses documentos no processo principal, uma vez que poderia recorrer a 2 em relação aos demais argumentos apresentados não há razão para que custem a rediscussão tendo em vista a sua análise no processo principal, não proporcionando uma revisão para discutir a justeza da decisão, bem como a rediscussão do motivos;PROCESSUAL
recurso de reconsideração ausência de impugnação das falhas independência das instâncias 1 a ausência de impugnação das falhas apontadas sem apresentação de qualquer razão de fato ou de direito capaz de desconstituir a decisão originária mantém o acórdão recorrido em todos os seus termos 2 não há impedimento para que o tce aprecie processo mesmo correndo feito perante a justiça comum em razão da independência das instâncias civil e administrativa;appeal for reconsideration absence of contestation of the failures independence of the instances 1 the absence of contestation of the failures pointed out without presentation of any factual or legal reason capable of overturning the original decision maintains the appealed decision in all its terms 2 there is no impediment for the tce appreciates the process even if it is done before the common court due to the independence of the civil and administrative instances;appeal for reconsideration absence of contestation of the failures independence of the instances one the absence of contestation of the unsuccessful person pointed out without presentation of any factual or legal reason capable of overturning the original decisiveness maintain the appealed decision in all its condition 2 there is no impediment for the tce appreciates the operation even if it is done before the common court due to the independence of the civil and administrative instances;recurso de reconsideração ausência de contestação das faltas independência das instâncias um a ausência de contestação da pessoa vencida apontada sem apresentação de qualquer razão de fato ou de direito capaz de derrubar a decisividade originária manter a decisão recorrida em todas as suas condições 2 não há impedimento para o tce valorizar a operação mesmo que seja feita em juízo comum devido à independência das instâncias civil e administrativa;PROCESSUAL
denúncia recolhimento previdenciário ausência possibilidade de tipificação criminal competência poder judiciário gestão diligência recursos públicos competência tribunal de contas 1 o não recolhimento de tributos previdenciários possibilita a tipificação de crime cabendo o julgamento pelo poder judiciário compete entretanto ao tribunal de contas analisar e julgar a diligência do gestor na condução e gerenciamento dos recursos públicos;accusation social security collection absence possibility of criminal classification competence judiciary management diligence management diligence public resources competence court of auditors 1 the non-payment of social security taxes allows the typification of crime, with judgment by the judiciary being incumbent upon the court of auditors to analyze and judge the manager's diligence in conducting and managing public resources;accusation social security measures collection absence possibility of criminal compartmentalisation competency judiciary management diligence direction diligence public resources competence court of auditor 1 the non - payment of social security taxes allows the exemplification of crime, with judgment by the bench being incumbent upon the court of attender to analyze and judge the manager ' s diligence in conducting and cope public resources;acusação medidas previdenciárias cobrança ausência possibilidade de compartimentação criminal competência gestão judiciária diligência direção diligência recursos públicos competência tribunal fiscal 1 o não pagamento de impostos previdenciários permite a exemplificação do crime, cabendo o julgamento da magistratura ao tribunal de audiência analisar e julgar a diligência do gestor na condução e gestão dos recursos públicos;PROCESSUAL
ausência de contraditório e ampla defesa ao gestor na fase interna determinação de devolução da tomada de contas especial para a fase interna com o intuito de sanear o processo 1 a ausência de citação com a consequente não oportunidade de ampla defesa e contraditório ao gestor enseja caso de nulidade absoluta do processo porquanto se trata de pressuposto de existência da relação processual podendo ser arguida a qualquer momento e decretada até mesmo de ofício não gerando portanto a preclusão in casu não houve a efetiva citação do gestor para que se manifestasse sobre os fatos em clara afronta ao devido processo legal portanto a tomada de contas especial não preencheu aos requisitos de admissibilidade da instrução normativa tce pi n 03 14 no tocante a essa disposição;absence of adversarial proceedings and ample defense to the manager in the internal phase determination to return the special accounting for the internal phase in order to clean up process 1 the absence of citation with the consequent lack of opportunity for a full defense and contradictory to the manager gives rise to a case of absolute nullity of the process as it is a presupposition of the existence of the procedural relationship and can be argued at any time and even decreed ex officio, therefore not generating the estoppel in casu there was no effective summons of the manager to manifest himself on the facts in clear affront due to legal process, therefore, the special accounting did not meet the admissibility requirements of the normative instruction tce pi n 03 14 with regard to this provision;absence of adversarial proceeding and ample defense to the manager in the internal phase determination to return the special accounting for the internal phase in order to clean up process 1 the absence of citation with the consequent lack of opportunity for a full defense and contradictory to the manager gives rise to a case of absolute nullity of the process as it is a presupposition of the existence of the procedural relationship and can be argued at any time and even decreed ex officio, therefore not generating the estoppel in casu there was no effective summons of the handler to attest himself on the facts in clear insult due to legal process, therefore, the special accounting did not meet the admissibility requirements of the normative instruction trichloroethane pi n 03 14 with regard to this supplying;ausência de processo contraditório e ampla defesa ao gestor na fase interna determinação de devolução da contabilidade especial da fase interna para saneamento do processo 1 Ausência de citação com a consequente falta de oportunidade de defesa cabal e contraditória ao gestor enseja a nulidade absoluta do processo por se tratar de um pressuposto da existência da relação processual, podendo ser discutida a qualquer momento e até mesmo decretada ex officio, não gerando, portanto, a preclusão in casu não houve citação efetiva do tratador de se atestar sobre os fatos em manifesto insulto decorrente de processo judicial, portanto, a contabilidade especial não atendeu aos requisitos de admissibilidade da instrução normativa tricloroetano pi n 03 14 no que diz respeito a este fornecimento;PROCESSUAL
agravo regimental insuficiência de documentos requisito de caráter subjetivo dos três requisitos presentes no art 440 do ri tce pi para o recebimento do pedido de revisão a insuficiência de documentos na qual se tenha fundado a decisão recorrida é hoje o que apresenta um caráter mais subjetivo antes era muito comum nesta corte de contas a defesa se utilizar do requisito da superveniência de documentos novos no entanto o tribunal de forma objetiva já firmou entendimento e definiu as balizas para que se chegue a uma conclusão acerca de uma eventual documentação apresentada nos autos se esta se caracteriza como documentos novos ou não por outro lado no presente caso estamos diante da alegação de insuficiência de documentos em que se tenha fundado a decisão recorrida que diferentemente se mostra como um requisito de caráter bastante subjetivo;regulatory appeal insufficiency of documents requirement of a subjective nature of the three requirements present in art 440 of the ri tce pi for the receipt of the request for review the insufficiency of documents on which the appealed decision was based is today what presents a more subjective character before it was It is very common in this court of accounts for the defense to use the requirement of supervenience of new documents, however the court has objectively signed an understanding and defined the guidelines so that a conclusion can be reached about any documentation presented in the case records if it is characterized as new documents or not, on the other hand, in the present case, we are faced with the allegation of insufficient documents on which the appealed decision was based, which, on the other hand, appears as a very subjective requirement.;regulatory appeal insufficiency of documents requirement of a subjective nature of the three requirements present in art 440 of the ri tce pi for the receipt of the request for review the insufficiency of documents on which the appealed decision was based be today what presents a more subjective character before it was Information technology is very common in this court of accounts for the defense to use the requirement of supervenience of new documents, however the court has objectively signed an intellect and defined the guidelines so that a conclusion can be reached astir any documentation presented in the display case records if it is characterized as new documents or not, on the other hand, in the present display case, we are faced with the allegation of insufficient documents on which the appealed decision was based, which, on the other hand, appears as a very subjective requirement.;recurso normativo insuficiência de documentos exigência de natureza subjetiva dos três requisitos presentes no art. Antes de ser A tecnologia da informação é muito comum neste tribunal de contas para que a defesa utilize a exigência de superveniência de novos documentos, porém o tribunal tem objetivamente firmado um intelecto e definido as diretrizes para que se possa chegar a uma conclusão a partir de qualquer documentação apresentada em os autos se caracterizam como documentos novos ou não, por outro lado, na presente vitrine, deparamo-nos com a alegação de insuficiência de documentos em que se baseou a decisão recorrida, o que, por outro lado, aparece como uma exigência muito subjetiva.;PROCESSUAL
denúncia supostas irregularidades em procedimento licitatório cancelamento do certame arquivamento encontra se apensada prestação de contas denúncia noticiando supostas irregularidades no âmbito do procedimento licitatório concorrências n 005 2015 observou se que o referido procedimento foi cancelado indicando a perda do objeto da mencionada denúncia;denunciation alleged irregularities in the bidding procedure cancellation of the bidding process filing is attached the rendering of accounts denouncement reporting alleged irregularities in the scope of the bidding procedure bids n. 005 2015 it was observed that the referred procedure was canceled indicating the loss of the object of the mentioned denunciation;denunciation aver irregularities in the bidding procedure cancellation of the bidding process filing is attached the rendering of accounts denouncement reporting alleged irregularities in the scope of the bidding subroutine bids n. 005 2015 information technology was observed that the referred procedure was canceled indicating the loss of the object of the mentioned denunciation;A denúncia apura irregularidades no procedimento licitatório o cancelamento do processo licitatório está anexado à denúncia de prestação de contas relatando supostas irregularidades no âmbito das licitações da sub-rotina n. 005 2015 informática foi observado que o referido procedimento foi cancelado indicando a perda do objeto da referida denúncia;PROCESSUAL
processual falhas de natureza formal não conhecimento o pedido de revisão além de não configurar nova oportunidade para rediscutir critérios de julgamento também não é meio idôneo para sanar as lacunas probatórias ou as eventuais imperfeições da linha de defesa utilizada mormente porque o meio adequado para tanto seria o recurso de reconsideração;procedural failures of a formal nature not knowing the review request, in addition to not setting a new opportunity to re-discuss judgment criteria, it is also not a suitable means to remedy evidential gaps or any imperfections in the line of defense used, mainly because the appropriate means for this would be the reconsideration feature;procedural failures of a schematic nature not knowing the review request, in addition to not setting a new chance to re - discus judgment criteria, it is as well not a suitable means to remediate evidentiary gaps or any imperfections in the line of defense used, mainly because the appropriate means for this would be the reconsideration feature;falhas processuais de natureza esquemática o desconhecimento do pedido de revisão, além de não constituir uma nova oportunidade para rediscutir critérios de julgamento, também não é um meio adequado para remediar lacunas probatórias ou eventuais imperfeições na linha de defesa utilizada, principalmente porque o meio apropriado para isso seria o recurso de reconsideração;PROCESSUAL
ementa processual pedido de arquivamento de tomada de contas especial impossibilidade o regimento interno do tce pi em seu artigo 412 determina que não caberá recurso de decisão que determinar a instauração de tomada de contas inclusive especial;procedural summary request for archiving special account-taking impossibility the tce pi's internal regulation in its article 412 determines that there will be no appeal for a decision that determines the establishment of account-taking, including special;adjective succinct request for archiving exceptional account - taking impossibility the tce private investigator ' s internal regulation in it clause 412 determines that there will be no appeal for a decision that determines the formation of account - taking, including special;adjetivo sucinto pedido de arquivamento de conta excepcional - impossibilidade de tomar o regulamento interno do investigador privado em sua cláusula 412 determina que não caberá recurso de decisão que determine a constituição de conta - contábil, inclusive especial;PROCESSUAL
consulta regimento interno do tribunal de contas caso concreto impossibilidade o tribunal não conhecerá de consulta formulada em desacordo com as disposições do artigo anterior ou que verse apenas sobre caso concreto sendo liminarmente arquivada a consulta que versar sobre dúvida quanto interpretação e aplicação da legislação em caso concreto obriga ao consulente demonstrar e fundamentar o relevante interesse público da matéria e somente será recebida mediante decisão fundamentada do relator sendo que a decisão proferida pelo tribunal será sempre em tese;consultation of the internal regulations of the court of auditors concrete case impossibility the court will not hear any consultation made in disagreement with the provisions of the previous article or that only deals with a specific case, and the consultation that deals with doubt about the interpretation and application of the legislation in a specific case will be immediately filed obliges the consultant to demonstrate and substantiate the relevant public interest in the matter and will only be received upon a reasoned decision by the rapporteur, and the decision rendered by the court will always be based on thesis;consultation of the internal regulations of the court of auditors concrete case impossibleness the court will not hear any consultation made in disagreement with the provender of the previous article operating room that only deals with a specific case, and the consultation that deals with doubt about the interpretation and application of the legislation in a specific case bequeath be immediately filed obliges the consultant to demonstrate and substantiate the relevant public pursuit in the matter and will only be received upon a reasoned decision by the rapporteur, and the decision rendered by the court will always be based on dissertation;consulta do regulamento interno do tribunal de contas caso concreto impossibilidade o tribunal não ouvirá qualquer consulta feita em desacordo com o dispositivo do artigo anterior sala de cirurgia que apenas trata de um caso concreto, e a consulta que trata de dúvida sobre a interpretação e a aplicação da legislação em caso específico legado imediatamente obriga o consultor a demonstrar e fundamentar o pleito público pertinente na matéria e somente será recebido mediante decisão fundamentada do relator, sendo que a decisão proferida pelo juízo será sempre baseado na dissertação;PROCESSUAL
ementa processual inexigibilidade de licitação recursos federais incompetência do tce arquivamento a transferência dos recursos em questão é disciplinada pela resolução n 48 de 2 10 2012 me logo a presente denúncia deverá ser apreciada pelos órgãos de controle federal não envio ao tcu em razão da existência de denúncia idêntica;procedural summary unenforceability of bidding federal resources incompetence of the tce archiving the transfer of the resources in question is regulated by resolution n. 48 of 2 10 2012 and soon this complaint must be considered by the federal control bodies not being sent to tcu due to the existence of the complaint identical;procedural summary unenforceability of command federal resources incompetence of the trichloroethane archive the transfer of the resources in question be regulated by resolution n. 48 of 2 x 2012 and soon this complaint must be considered by the federal control bodies not being sent to tcu imputable to the existence of the complaint identical;sumária processual inexigibilidade de comando de recursos federais incompetência do arquivo de tricloroetano a transferência dos recursos em questão será regulamentada pela resolução n. 48 de 2 x 2012 e em breve esta reclamação deverá ser apreciada pelos órgãos de controle federal não sendo encaminhada ao tcu imputável a existência de reclamação idêntica;PROCESSUAL
